"TIPO CAPACITACIÓN (CURSO, TALLER)","MODALIDAD (PRESENCIAL, VIRTUAL)",TEMÁTICA DEL CURSO O TALLER,COMPONENTE SNA,FECHA DE REALIZACIÓN,Mes,Trimestre,Género,Edad,Nivel de Gobierno (de la entidad),Departamento (donde se ubica la entidad - UE),¿A qué sector pertenece su entidad?,Área donde labora en la entidad,Puesto que ocupa en la entidad,Las funciones / actividades principales que desarrolla en el puesto están relacionadas a:,Estudios,¿CUÁL ES SU MODALIDAD DE CONTRATACIÓN EN LA ENTIDAD?,Nombre de la entidad (Unidad Ejecutora),Codigo UE,persona_id
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Femenino,Entre 20 y 30 años,Local,Puno,Gobiernos Locales,Abastecimiento,Especialista,"Planeamiento y Programación, Otras actividades",Superior Universitario,No especificado,MUNICIPALIDAD PROVINCIAL DE YUNGUYO,301694,7e0a4cd9f1a1
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Masculino,Entre 41 y 50 años,Regional,Puno,Educación,Abastecimiento,Especialista,"Planeamiento y Programación, Gestión de Adquisiciones",Superior Universitario,No especificado,UNIDAD DE GESTIÓN EDUCATIVA LOCAL DE MOHO,1505,55e1917662b3
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Femenino,Entre 20 y 30 años,Local,Puno,Gobiernos Locales,Abastecimiento,Especialista,Planeamiento y Programación,Superior Universitario,No especificado,MUNICIPALIDAD PROVINCIAL DE HUANCANÉ,301645,b9b4adc53a16
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Femenino,Entre 20 y 30 años,Nacional,Puno,Economía y Finanzas,Administración,Asistente,Planeamiento y Programación,Superior Universitario,No especificado,UNIVERSIDAD NACIONAL DEL ALTIPLANO PUNO (UNAP),98,c80cf07e0681
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Femenino,Entre 41 y 50 años,Local,Puno,Gobiernos Locales,Logística,Asistente,Gestión de Adquisiciones,Superior Universitario,No especificado,MUNICIPALIDAD PROVINCIAL DE PUNO,301593,0642bb7a0eb0
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Femenino,Entre 20 y 30 años,Local,Puno,Gobiernos Locales,Abastecimiento,Analista,"Administración de Bienes Muebles - Patrimonio, Administración de Bienes Inmuebles",Superior Universitario,No especificado,MUNICIPALIDAD PROVINCIAL DE HUANCANÉ,301645,c08bc8767b3e
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Femenino,No especificado,Otros,Puno,-,Dirigente,No especificado,No especificado,No especificado,No especificado,Privado,No especificado,0b3ddab3202f
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Femenino,No especificado,Regional,Puno,Salud,Programación,Practicante,No especificado,No especificado,No especificado,HOSPITAL REGIONAL MANUEL NUÑEZ BUTRÓN,1435,9f86881405d7
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Femenino,Entre 20 y 30 años,Local,Puno,Gobiernos Locales,Abastecimiento,Coordinador,"Planeamiento y Programación, Gestión de Adquisiciones",Superior Universitario,No especificado,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL,301886,d89c4440c3b8
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Femenino,Entre 31 y 40 años,Regional,Puno,Educación,Abastecimiento,Especialista,"Gestión de Adquisiciones, Otras actividades",Superior Universitario,No especificado,UNIDAD DE GESTIÓN EDUCATIVA LOCAL DE MELGAR,912,489b284f27dc
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Femenino,Entre 20 y 30 años,Local,Puno,Gobiernos Locales,Programación,Especialista,"Planeamiento y Programación, Gestión de Adquisiciones",Superior Universitario,No especificado,MUNICIPALIDAD PROVINCIAL DE PUNO,301593,efc6f1c57500
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Masculino,Entre 31 y 40 años,Local,Puno,Gobiernos Locales,Abastecimiento,Jefe,Planeamiento y Programación,Superior Universitario,No especificado,MUNICIPALIDAD DISTRITAL DE CARACOTO,301684,f4262f453750
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Femenino,Entre 31 y 40 años,Nacional,Puno,Educación,Abastecimiento,Jefe,"Gestión de Adquisiciones, Administración de Bienes Muebles - Almacenamiento y Distribución, Administración de Bienes Muebles - Patrimonio",Superior Universitario,No especificado,UNIVERSIDAD NACIONAL FRONTERIZA AUTONOMA DE YUNGUYO,1764,1a441b12b557
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Masculino,Entre 41 y 50 años,Nacional,Puno,Poder Judicial,Logística,Asistente,Gestión de Adquisiciones,Superior Universitario,No especificado,CORTE SUPERIOR DE JUSTICIA DE PUNO,1473,ba815333df25
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Masculino,Entre 31 y 40 años,Local,Puno,Gobiernos Locales,Abastecimiento,Responsable En Adquisiciones,Gestión de Adquisiciones,Superior Universitario,No especificado,MUNICIPALIDAD PROVINCIAL DE HUANCANÉ,301645,55a8a705846a
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Femenino,Entre 31 y 40 años,Regional,Puno,Educación,Abastecimiento,Analista,"Planeamiento y Programación, Gestión de Adquisiciones, Otras actividades",Superior Universitario,No especificado,UNIDAD DE GESTIÓN EDUCATIVA LOCAL DE HUANCANE,1004,bb14c2e44599
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Femenino,Entre 31 y 40 años,Local,Puno,Gobiernos Locales,Logística,Jefe,"Planeamiento y Programación, Gestión de Adquisiciones, Administración de Bienes Muebles - Almacenamiento y Distribución, Administración de Bienes Muebles - Patrimonio, Administración de Bienes Inmuebles",Superior Universitario,No especificado,MUNICIPALIDAD DISTRITAL DE PISACOMA,301637,16c3b4d95de4
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Masculino,Entre 31 y 40 años,Regional,Puno,Educación,Procesos,Asistente,Gestión de Adquisiciones,Superior Universitario,No especificado,UNIDAD DE GESTIÓN EDUCATIVA LOCAL DE HUANCANE,1004,56b8a07298dd
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Masculino,Entre 31 y 40 años,Regional,Puno,Salud,Programación,Asistente,Planeamiento y Programación,Superior Universitario,No especificado,A.I.S. RED DE SALUD PUNO,919,71eb7148d082
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Femenino,Entre 41 y 50 años,Regional,Puno,Salud,Programación,Asistente,Gestión de Adquisiciones,Superior Universitario,No especificado,RED DE SALUD EL COLLAO,968,98c3eaa3cfbe
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Masculino,No especificado,Regional,Puno,Educación,Abastecimiento,Administrativo,No especificado,No especificado,No especificado,UNIDAD DE GESTIÓN EDUCATIVA DE EL COLLAO,1053,7427a98ec43f
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Masculino,Entre 41 y 50 años,Regional,Puno,Educación,Administración,Director,Planeamiento y Programación,Superior Universitario,No especificado,UNIDAD DE GESTIÓN EDUCATIVA LOCAL DE CARABAYA MACUSANI,1056,edc093bafa23
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Femenino,Entre 41 y 50 años,Regional,Puno,Agricultura y Riego,Abastecimiento,"Operador Siga, Siaf",Gestión de Adquisiciones,Superior Universitario,No especificado,DIRECCIÓN REGIONAL AGRARIA PUNO,908,1d177b06a9f4
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Masculino,Entre 31 y 40 años,Regional,Puno,Salud,Abastecimiento,Jefe,Gestión de Adquisiciones,Superior Universitario,No especificado,RED DE SALUD MELGAR,915,0132e31077bb
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Femenino,No especificado,Local,Puno,Gobiernos Locales,Secretaría General,Secretaria,No especificado,No especificado,No especificado,MUNICIPALIDAD PROVINCIAL DE PUNO,301593,952d0fe8824f
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Masculino,Entre 31 y 40 años,Nacional,Puno,Interior,Programación,Especialista,"Planeamiento y Programación, Gestión de Adquisiciones, Administración de Bienes Muebles - Patrimonio, Administración de Bienes Inmuebles",Superior Universitario,No especificado,FRENTE POLICIAL PUNO,1653,c5564902ceb9
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Masculino,Entre 41 y 50 años,Regional,Puno,Salud,Abastecimiento,Asistente,"Planeamiento y Programación, Gestión de Adquisiciones, Otras actividades",Superior Universitario,No especificado,HOSPITAL REGIONAL MANUEL NUÑEZ BUTRÓN,1435,31f77208c21e
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Masculino,Entre 31 y 40 años,Regional,Puno,Educación,Planificador I,Especialista,Planeamiento y Programación,Superior No Universitario,No especificado,UNIDAD DE GESTIÓN EDUCATIVA LOCAL DE MELGAR,912,32d4dd4cfc52
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Femenino,Entre 41 y 50 años,Regional,Puno,Salud,Programación,Coordinador,Planeamiento y Programación,Superior No Universitario,No especificado,REDESS CHUCUITO - HOSPITAL DE APOYO JULI,920,884bbdce238d
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Masculino,Entre 20 y 30 años,Local,Puno,Gobiernos Locales,Abastecimiento,Especialista,"Gestión de Adquisiciones, Administración de Bienes Muebles - Almacenamiento y Distribución, Administración de Bienes Muebles - Patrimonio, Administración de Bienes Inmuebles, Otras actividades",Superior Universitario,No especificado,MUNICIPALIDAD DISTRITAL DE PICHACANI,301603,5c3dc0007f17
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Femenino,No especificado,Local,Puno,Gobiernos Locales,Oci,Especialista,No especificado,No especificado,No especificado,MUNICIPALIDAD PROVINCIAL DE PUNO,301593,de3471e42cfe
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Masculino,No especificado,Local,Puno,Gobiernos Locales,Tesorería,Especialista,No especificado,No especificado,No especificado,MUNICIPALIDAD PROVINCIAL DE PUNO,301593,5091a93b3a82
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Femenino,Entre 51 y 60 años,Nacional,Puno,Poder Judicial,Abastecimiento,Asistente,"Gestión de Adquisiciones, Administración de Bienes Muebles - Patrimonio",Superior Universitario,No especificado,CORTE SUPERIOR DE JUSTICIA DE PUNO,1473,4d87469957b4
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Femenino,No especificado,Local,Puno,Gobiernos Locales,Logística,Programador,Planeamiento y Programación,No especificado,No especificado,MUNICIPALIDAD PROVINCIAL DE PUNO,301593,13ab3d7d42c5
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Femenino,No especificado,Local,Puno,Gobiernos Locales,Oci,Administrativo,No especificado,No especificado,No especificado,MUNICIPALIDAD PROVINCIAL DE PUNO,301593,197394477f94
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Femenino,Entre 31 y 40 años,Local,Puno,Gobiernos Locales,Patrimonio,Responsable De Patrimonio,"Administración de Bienes Muebles - Almacenamiento y Distribución, Administración de Bienes Muebles - Patrimonio, Administración de Bienes Inmuebles",Superior Universitario,No especificado,MUNICIPALIDAD DISTRITAL DE PISACOMA,301637,e306ae62f642
TALLER,PRESENCIAL,"Taller presencial sobre la Programación Multianual de Bienes, Servicios y Obras, en marco del Sistema Nacional de Abastecimiento - Puno","Programación Multianual de Bienes, Servicios y Obras",2026-04-30,2026-04,II Trimestre,Femenino,Entre 20 y 30 años,Local,Puno,Gobiernos Locales,Abastecimiento,Jefe,Planeamiento y Programación,Superior Universitario,No especificado,MUNICIPALIDAD DISTRITAL DE PEDRO VILCA APAZA,301678,4bd893777ab0
